Feature,CPF,Disting,Distinct,Feat_Length,BR_Label,WB_Label,Feat_Source,Toddler_Access,SD_Toddler_Access_Ratings,N_Toddler_Access_Ratings
used_for_smoothing_wood,1,D,1,23,function,function,MCSM,2.24,1.5,37
used_for_sneezing,2,D,0.5,17,function,function,LLAMA,5.22,1.89,37
used_for_soup,2,D,0.5,13,function,function,MCSM,4.17,1.83,36
used_for_spaghetti,1,D,1,18,function,function,LLAMA,4.72,1.85,112
used_for_special_occasions,1,D,1,26,function,function,MCSM,4.05,1.41,39
used_for_sports,8,ND,0.125,15,function,function,MCSM,4.01,1.79,76
used_for_squash,1,D,1,15,function,function,MCSM,1.92,1.42,38
used_for_stability,1,D,1,18,function,function,MCSM,2.25,1.69,40
used_for_standing,1,D,1,17,function,function,LLAMA,5.46,1.75,74
used_for_starting_cars,1,D,1,22,function,function,LLAMA,4.39,2.07,36
used_for_starting_fires,3,ND,0.333,23,function,function,MCSM,3.24,1.83,42
used_for_staying_stationary,1,D,1,27,function,function,MCSM,2.43,1.93,35
used_for_stimulating_imagination,1,D,1,32,function,function,MCSM,2.54,2.1,37
used_for_stirring,2,D,0.5,17,function,function,MCSM,4.76,1.81,34
used_for_storage,21,ND,0.048,16,function,function,MCSM,3.68,2.03,37
used_for_storing_beer,1,D,1,21,function,function,MCSM,1.68,1.51,34
used_for_storing_bicycles,1,D,1,25,function,function,MCSM,3.64,1.75,39
used_for_storing_books,1,D,1,22,function,function,MCSM,4.56,1.45,39
used_for_storing_cans,1,D,1,21,function,function,MCSM,4.34,1.73,38
used_for_storing_cars,1,D,1,21,function,function,MCSM,4.12,1.76,42
used_for_storing_clothing,4,ND,0.25,25,function,function,MCSM,4.44,1.95,36
used_for_storing_cups,1,D,1,21,function,function,MCSM,4.58,1.81,40
used_for_storing_dishes,2,D,0.5,23,function,function,MCSM,4.97,1.77,39
used_for_storing_farm_equipment,1,D,1,31,function,function,MCSM,4.04,1.99,70
used_for_storing_food,6,ND,0.167,21,function,function,MCSM,4.83,1.87,35
used_for_storing_hay,1,D,1,20,function,function,MCSM,4,1.95,38
used_for_storing_ice_cream,1,D,1,26,function,function,MCSM,5.07,1.86,71
used_for_storing_lawnmowers,1,D,1,27,function,function,MCSM,3.52,1.7,66
used_for_storing_meat,1,D,1,21,function,function,MCSM,3.84,2.02,38
used_for_storing_shoes,1,D,1,22,function,function,MCSM,4.51,2.02,37
used_for_storing_tools,3,ND,0.333,22,function,function,MCSM,2.81,1.93,37
used_for_storing_tractors,1,D,1,25,function,function,MCSM,3.61,1.9,38
used_for_storing_water,1,D,1,22,function,function,MCSM,2.35,1.67,37
used_for_storing_wine,2,D,0.5,21,function,function,MCSM,2.03,1.58,39
used_for_straining,2,D,0.5,18,function,function,MCSM,2.29,1.31,38
used_for_styling,1,D,1,16,function,function,MCSM,3.66,1.7,35
used_for_suntanning,1,D,1,19,function,function,LLAMA,2.27,1.56,37
used_for_support,2,D,0.5,16,function,function,MCSM,2.44,1.44,34
used_for_surfing,1,D,1,16,function,function,LLAMA,3.15,1.85,40
used_for_surgery,1,D,1,16,function,function,MCSM,1.69,1.27,74
used_for_swallowing,1,D,1,19,function,function,LLAMA,4.03,1.7,33
used_for_sweeping,1,D,1,17,function,function,MCSM,5.08,1.69,37
used_for_swimming,4,ND,0.25,17,function,function,LLAMA,4.97,1.42,40
used_for_swimming_pools,1,D,1,23,function,function,LLAMA,5.33,1.56,40
used_for_swinging,1,D,1,17,function,function,MCSM,3.54,1.98,39
used_for_sympathy,1,D,1,17,function,function,MCSM,2.2,1.92,35
used_for_taking_pictures,1,D,1,24,function,function,LLAMA,5.15,1.51,39
used_for_talking,4,ND,0.25,16,function,function,MCSM,6.22,0.98,37
used_for_talking_to,1,D,1,19,function,function,LLAMA,4.48,1.78,114
used_for_tea,3,ND,0.333,12,function,function,MCSM,3.55,1.87,40
used_for_telling_time,2,D,0.5,21,function,function,MCSM,4.56,1.94,41
used_for_tennis,1,D,1,15,function,function,MCSM,2.94,2.07,35
used_for_terrorism,1,D,1,18,function,function,MCSM,1.64,0.93,36
used_for_the_rain,1,D,1,17,function,function,MCSM,5.23,1.65,35
used_for_throwing,2,D,0.5,17,function,function,MCSM,3.59,2.2,37
used_for_throwing_stones,2,D,0.5,24,function,function,MCSM,3.11,1.79,37
used_for_tightening,2,D,0.5,19,function,function,MCSM,3.37,1.72,38
used_for_tightening_bolts,1,D,1,25,function,function,MCSM,3.28,1.85,39
used_for_tightening_nuts,1,D,1,24,function,function,MCSM,2.24,1.48,37
used_for_tightening_screws,1,D,1,26,function,function,MCSM,3.49,1.82,37
used_for_tilling_soil,1,D,1,21,function,function,MCSM,2.18,1.37,39
used_for_tobogganing,1,D,1,20,function,function,MCSM,2.74,1.67,38
used_for_toilet_training,1,D,1,24,function,function,LLAMA,5.79,1.86,38
used_for_torture,1,D,1,16,function,function,MCSM,2.03,1.52,36
used_for_transport_by_firemen,1,D,1,29,function,function,LLAMA,5.29,1.56,38
used_for_transportation,39,ND,0.026,23,function,function,MCSM,4.11,2.17,38
used_for_transporting_liquids,1,D,1,29,function,function,MCSM,2.54,1.92,37
used_for_trapping,1,D,1,17,function,function,MCSM,2.87,1.58,38
used_for_travel,4,ND,0.25,15,function,function,MCSM,4.5,1.72,36
used_for_traveling_into_space,1,D,1,29,function,function,MCSM,4.31,2.13,35
used_for_trucking,1,D,1,17,function,function,MCSM,3.4,1.59,35
used_for_turning,2,D,0.5,16,function,function,MCSM,3.29,1.49,35
used_for_turning_screws,1,D,1,23,function,function,MCSM,3.41,1.71,37
used_for_tying,1,D,1,14,function,function,MCSM,4.11,1.98,66
used_for_typing,2,D,0.5,15,function,function,MCSM,3.41,1.82,37
used_for_unlocking_things,2,D,0.5,25,function,function,MCSM,4.82,1.78,39
used_for_untangling,1,D,1,19,function,function,MCSM,3.89,2.02,38
used_for_urinating,2,D,0.5,18,function,function,LLAMA,5.26,1.91,38
used_for_vacations,5,ND,0.2,18,encyclopaedic,time,MCSM,3.36,1.95,39
used_for_vegetables,1,D,1,19,function,function,MCSM,3.26,1.86,39
used_for_viewing_outside,1,D,1,24,function,function,LLAMA,4.57,2.03,76
used_for_waking_up_people,2,D,0.5,25,function,function,MCSM,3.03,1.79,37
used_for_walking,8,ND,0.125,16,function,function,MCSM,5.14,1.57,35
used_for_walking_along,1,D,1,22,function,function,MCSM,2.89,1.81,37
used_for_walking_on,3,ND,0.333,19,function,function,MCSM,5.05,1.56,39
used_for_war,12,ND,0.083,12,function,function,MCSM,3.2,1.88,40
used_for_warmth,3,ND,0.333,15,function,function,MCSM,4.86,1.81,37
used_for_washing,7,ND,0.143,16,function,function,MCSM,5.74,1.31,38
used_for_washing_cars,2,D,0.5,21,function,function,MCSM,4.42,1.85,38
used_for_washing_clothes,1,D,1,24,function,function,LLAMA,4.81,1.58,36
used_for_washing_dishes,3,ND,0.333,23,function,function,MCSM,5.01,1.83,68
used_for_washing_hands,1,D,1,22,function,function,LLAMA,5.38,1.77,39
used_for_watching_news,1,D,1,22,function,function,LLAMA,4.25,1.76,71
used_for_watching_television,3,ND,0.333,28,function,function,MCSM,4.82,1.67,39
used_for_water,3,ND,0.333,14,function,function,MCSM,4.46,1.85,39
used_for_watering_gardens,1,D,1,25,function,function,MCSM,5.03,1.13,36
used_for_watering_lawns,2,D,0.5,23,function,function,MCSM,3.74,1.75,43
used_for_watering_plants,2,D,0.5,24,function,function,LLAMA,4.57,1.52,37
used_for_waving,1,D,1,15,function,function,LLAMA,6.11,1.45,37
used_for_weddings,3,ND,0.333,17,function,function,MCSM,3.03,2.06,36
used_for_weeding,1,D,1,16,function,function,MCSM,2.32,1.4,41
used_for_welcoming,1,D,1,18,function,function,MCSM,2.87,1.63,39
used_for_wine,3,ND,0.333,13,function,function,MCSM,1.65,1.38,37
used_for_wiping,1,D,1,15,function,function,LLAMA,5.2,1.66,35
used_for_wiping_feet,1,D,1,20,function,function,MCSM,4.89,1.64,35
used_for_wiping_hands,1,D,1,21,function,function,MCSM,5.04,1.66,72
used_for_wiping_mouth,1,D,1,21,function,function,MCSM,5.65,1.49,66
used_for_wiping_nose,1,D,1,20,function,function,LLAMA,5.8,1.52,41
used_for_wiping_shoes,1,D,1,21,function,function,MCSM,4.05,1.8,38
used_for_wiping_tears,1,D,1,21,function,function,LLAMA,5,1.78,74
used_for_wood_working,2,D,0.5,21,function,function,MCSM,1.97,1.55,38
used_for_wool,2,D,0.5,13,function,function,MCSM,2.95,1.73,39
used_for_work,1,D,1,13,function,function,MCSM,3.7,1.91,40
used_for_working,1,D,1,16,function,function,MCSM,2.55,1.72,38
used_for_working_on,1,D,1,19,function,function,MCSM,4.17,1.99,36
used_for_worshipping,4,ND,0.25,20,function,function,MCSM,2.78,1.84,36
used_for_wounding,1,D,1,17,function,function,MCSM,2.57,1.87,35
used_for_writing,4,ND,0.25,16,function,function,MCSM,5.64,1.44,39
used_for_writing_letters,1,D,1,24,function,function,MCSM,2.55,1.83,40
used_for_writing_on,4,ND,0.25,19,function,function,MCSM,5,1.86,37
used_in_alcoholic_drinks,1,D,1,24,function,function,MCSM,1.38,0.9,40
used_in_autumn,2,D,0.5,14,encyclopaedic,time,MCSM,3.71,1.83,38
used_in_baking,4,ND,0.25,14,function,function,MCSM,3.03,1.72,73
used_in_bands,9,ND,0.111,13,function,function,MCSM,3.83,1.64,41
used_in_circuses,6,ND,0.167,16,function,function,MCSM,4.57,1.85,37
used_in_cooking,2,D,0.5,15,function,function,MCSM,3.42,2.09,40
used_in_deserts,1,D,1,15,encyclopaedic,location,MCSM,2.2,1.57,40
used_in_desserts,1,D,1,16,function,function,MCSM,3.76,1.72,34
used_in_experiments,3,ND,0.333,19,function,function,MCSM,1.68,1.23,37
used_in_games,1,D,1,13,function,function,MCSM,4.22,1.83,37
used_in_guns,1,D,1,12,function,function,MCSM,3.36,1.8,39
used_in_MacBeth,1,D,1,15,function,function,MCSM,1.39,1.1,36
used_in_marching_bands,2,D,0.5,22,function,function,MCSM,2.49,1.55,39
used_in_movies/Jason,1,D,1,20,function,function,MCSM,1.76,1.39,34
used_in_orchestras,6,ND,0.167,18,function,function,MCSM,3.17,1.88,41
used_in_relay_races,1,D,1,19,function,function,MCSM,2.05,1.55,41
used_in_sandwiches,2,D,0.5,18,function,function,MCSM,5.28,1.8,36
used_in_sprite,1,D,1,14,function,function,MCSM,2.37,1.62,38
used_in_summer,5,ND,0.2,14,encyclopaedic,time,MCSM,4.09,1.86,33
used_in_symphonies,1,D,1,18,function,function,MCSM,2.32,1.44,41
used_in_the_cold,1,D,1,16,function,function,MCSM,3.63,1.51,41
used_in_the_wild_west,1,D,1,21,encyclopaedic,time,MCSM,2.97,1.65,38
used_in_the_winter,1,D,1,18,encyclopaedic,time,MCSM,4.51,1.77,35
used_in_wars,2,D,0.5,12,encyclopaedic,time,MCSM,2,1.36,38
used_in_winter,1,D,1,14,encyclopaedic,time,MCSM,4.47,1.89,38
used_in_wood,1,D,1,12,function,function,MCSM,3.4,1.99,67
used_long_ago,3,ND,0.333,13,encyclopaedic,time,MCSM,2.85,2.01,39
used_on_animals,2,D,0.5,15,encyclopaedic,associated_entity,MCSM,2.57,1.92,37
used_on_beaches,2,D,0.5,15,encyclopaedic,location,MCSM,3.92,1.83,37
used_on_bicycles,2,D,0.5,16,encyclopaedic,associated_entity,MCSM,4.05,1.7,39
used_on_blackboards,1,D,1,19,function,function,LLAMA,3.55,1.9,38
used_on_boards,1,D,1,14,encyclopaedic,associated_entity,MCSM,2.97,1.66,37
used_on_boats,1,D,1,13,encyclopaedic,associated_entity,MCSM,3.38,1.91,39
used_on_bottles,1,D,1,15,encyclopaedic,associated_entity,MCSM,5,1.97,38
used_on_bulletin_boards,1,D,1,23,encyclopaedic,associated_entity,MCSM,2.59,1.54,71
used_on_cars,1,D,1,12,encyclopaedic,associated_entity,MCSM,4.87,1.9,71
used_on_dogs,1,D,1,12,encyclopaedic,associated_entity,MCSM,3.41,2.13,34
used_on_farms,2,D,0.5,13,encyclopaedic,location,MCSM,4.13,1.96,38
used_on_fields,1,D,1,14,function,location,LLAMA,NA,NA,NA
used_on_floors,2,D,0.5,14,function,function,MCSM,4.97,1.72,37
used_on_grass,1,D,1,13,function,location,LLAMA,4,1.71,38
used_on_hair,1,D,1,12,encyclopaedic,associated_entity,MCSM,5.12,1.48,42
used_on_horses,2,D,0.5,14,encyclopaedic,associated_entity,MCSM,3.86,1.84,36
used_on_lakes,1,D,1,13,encyclopaedic,location,MCSM,4,1.71,40
used_on_lawns,3,ND,0.333,13,function,function,MCSM,4.6,1.78,40
used_on_lions,1,D,1,13,encyclopaedic,associated_entity,MCSM,2.97,1.45,34
used_on_mountains,1,D,1,17,encyclopaedic,location,MCSM,3.1,1.46,41
used_on_oceans,3,ND,0.333,14,encyclopaedic,location,MCSM,4.72,1.57,39
used_on_presents,1,D,1,16,encyclopaedic,associated_entity,MCSM,3.82,1.92,68
used_on_rail_tracks,1,D,1,19,encyclopaedic,associated_entity,MCSM,4.85,1.55,39
used_on_rivers,1,D,1,14,encyclopaedic,location,MCSM,4.09,1.77,67
used_on_roads,1,D,1,13,encyclopaedic,location,LLAMA,4.83,2,40
used_on_sand,1,D,1,12,encyclopaedic,associated_entity,MCSM,2.37,1.53,41
used_on_ships,2,D,0.5,13,encyclopaedic,associated_entity,MCSM,2.59,1.74,37
used_on_sidewalks,1,D,1,17,function,function,LLAMA,4.15,2.02,34
used_on_snow,3,ND,0.333,12,encyclopaedic,associated_entity,MCSM,4.46,1.59,37
used_on_stove_tops,4,ND,0.25,18,encyclopaedic,associated_entity,MCSM,4.85,1.7,41
used_on_Sundays,2,D,0.5,15,encyclopaedic,time,MCSM,3.42,1.99,36
used_on_teeth,2,D,0.5,13,encyclopaedic,associated_entity,MCSM,5.29,1.68,34
used_on_teeth,2,D,0.5,13,function,function,MCSM,5.29,1.68,34
used_on_tracks,1,D,1,14,encyclopaedic,associated_entity,MCSM,3.75,1.93,40
used_on_walls,1,D,1,13,encyclopaedic,associated_entity,MCSM,3.08,1.94,38
used_on_water,8,ND,0.125,13,encyclopaedic,location,MCSM,4.32,1.87,37
used_on_waves,1,D,1,13,encyclopaedic,location,MCSM,4.14,1.61,35
used_outdoors,2,D,0.5,13,encyclopaedic,location,MCSM,4.63,1.67,41
used_to_bite,1,D,1,12,function,function,LLAMA,5.54,1.45,76
used_to_get_on_roofs,1,D,1,20,function,function,LLAMA,3.89,1.85,37
used_to_kneel,1,D,1,13,function,function,LLAMA,3.68,1.93,38
used_to_reach_high_places,1,D,1,25,function,function,LLAMA,4.81,1.7,36
used_to_smell,1,D,1,13,function,function,LLAMA,5.95,1.31,37
used_to_smile,3,ND,0.333,13,function,function,LLAMA,5.59,1.42,37
used_to_taste,2,D,0.5,13,function,function,LLAMA,4.9,1.8,41
used_to_touch,1,D,1,13,function,function,LLAMA,5.7,1.67,40
used_underwater,1,D,1,15,encyclopaedic,location,MCSM,3.88,2.04,34
used_when_people_are_ill,1,D,1,24,encyclopaedic,time,MCSM,4.74,1.88,38
used_with_a_bucket,1,D,1,18,encyclopaedic,associated_entity,LLAMA,4.1,1.69,41
used_with_an_outlet,1,D,1,19,encyclopaedic,associated_entity,MCSM,3.59,1.8,37
used_with_chairs,1,D,1,16,encyclopaedic,associated_entity,MCSM,4.03,1.9,40
used_with_chalk,1,D,1,15,encyclopaedic,associated_entity,MCSM,4.47,1.75,38
used_with_cups,1,D,1,14,encyclopaedic,associated_entity,MCSM,3.74,2.04,39
used_with_dirt,1,D,1,14,encyclopaedic,associated_entity,MCSM,4.95,1.41,38
used_with_fingers,1,D,1,17,function,action,MCSM,3.55,1.97,66
used_with_food,1,D,1,14,encyclopaedic,associated_entity,MCSM,4.42,2.06,38
used_with_forks,1,D,1,15,encyclopaedic,associated_entity,MCSM,3.86,1.97,35
used_with_helmets,3,ND,0.333,17,encyclopaedic,associated_entity,MCSM,4.11,1.97,37
used_with_knives,1,D,1,16,encyclopaedic,associated_entity,MCSM,3.92,1.84,36
used_with_leather,1,D,1,17,encyclopaedic,associated_entity,MCSM,1.97,1.56,39
used_with_needles,1,D,1,17,encyclopaedic,associated_entity,MCSM,2.9,1.7,39
used_with_nuts,1,D,1,14,encyclopaedic,associated_entity,MCSM,2.15,1.5,73
used_with_paddles,1,D,1,17,encyclopaedic,associated_entity,MCSM,3.43,1.8,35
used_with_pail,1,D,1,14,encyclopaedic,associated_entity,LLAMA,4.97,1.64,37
used_with_paper,1,D,1,15,encyclopaedic,associated_entity,MCSM,4.86,1.88,36
used_with_poles,1,D,1,15,encyclopaedic,associated_entity,MCSM,2.41,1.5,41
used_with_rods,1,D,1,14,encyclopaedic,associated_entity,MCSM,2.67,1.45,36
used_with_salt,1,D,1,14,encyclopaedic,associated_entity,MCSM,4.08,1.78,39
used_with_saucers,1,D,1,17,encyclopaedic,associated_entity,MCSM,3.06,2.01,36
used_with_screwdrivers,1,D,1,22,encyclopaedic,associated_entity,MCSM,3.67,1.59,40
used_with_screws,1,D,1,16,encyclopaedic,associated_entity,MCSM,2.33,1.41,33
used_with_shovels,1,D,1,17,encyclopaedic,associated_entity,LLAMA,4.78,1.76,36
used_with_spoons,1,D,1,16,encyclopaedic,associated_entity,MCSM,5.35,1.49,37
used_with_sprinklers,1,D,1,20,encyclopaedic,associated_entity,MCSM,3.76,1.99,38
used_with_tables,1,D,1,16,encyclopaedic,associated_entity,MCSM,5.12,1.72,73
used_with_tea_cups,1,D,1,18,encyclopaedic,associated_entity,MCSM,3.46,1.86,41
used_with_toothpaste,1,D,1,20,encyclopaedic,associated_entity,LLAMA,5.51,1.47,41
used_with_washing_machine,1,D,1,25,encyclopaedic,associated_entity,LLAMA,4.16,1.55,38
uses_a_hose,1,D,1,11,encyclopaedic,entity_behavior,LLAMA,4.79,1.52,39
uses_radiation,1,D,1,14,encyclopaedic,contingency,MCSM,1.84,1.57,37
uses_sound_waves,1,D,1,16,encyclopaedic,contingency,MCSM,1.76,1.48,37
vanilla_flavoured,2,D,0.5,17,taste,internal_surface_property,LLAMA,4.95,1.87,38
worn,1,D,1,4,function,function,MCSM,4.72,1.86,36
worn_around_neck,7,ND,0.143,16,function,function,MCSM,4.9,1.87,41
worn_around_waist,2,D,0.5,17,function,function,MCSM,3.7,1.63,33
worn_as_earrings,1,D,1,16,function,function,MCSM,3.29,1.56,35
worn_as_jewelry,2,D,0.5,15,function,function,MCSM,3.58,1.89,36
worn_as_necklaces,1,D,1,17,function,function,MCSM,3.71,1.83,38
worn_at_beaches,2,D,0.5,15,encyclopaedic,location,MCSM,4.85,1.74,34
worn_at_night,4,ND,0.25,13,encyclopaedic,time,MCSM,5.51,1.67,71
worn_by_adults,1,D,1,14,function,participant,LLAMA,2.81,1.88,37
worn_by_babies,2,D,0.5,14,function,participant,LLAMA,5.56,1.83,36
worn_by_brides,1,D,1,14,function,participant,MCSM,3.05,1.92,39
worn_by_children,4,ND,0.25,16,function,participant,MCSM,4.56,1.89,36
worn_by_cooks,1,D,1,13,function,participant,MCSM,4.7,1.76,40
worn_by_girls,2,D,0.5,13,function,participant,MCSM,5.35,1.76,40
worn_by_hockey_players,1,D,1,22,function,participant,MCSM,3.91,1.8,35
worn_by_Jesus_Christ,1,D,1,20,function,participant,MCSM,3.32,1.97,37
worn_by_kings,1,D,1,13,function,participant,MCSM,4.83,2.13,36
worn_by_knights,1,D,1,15,function,participant,MCSM,3.56,1.86,36
worn_by_men,7,ND,0.143,11,function,participant,MCSM,4.64,1.62,36
worn_by_men_-_kilt,1,D,1,18,function,participant,MCSM,2.42,1.98,38
worn_by_old_women,1,D,1,17,function,participant,MCSM,2.76,1.57,37
worn_by_people,2,D,0.5,14,function,participant,MCSM,5.68,1.31,37
worn_by_queens,1,D,1,14,function,participant,MCSM,4.62,2.14,39
worn_by_rich_people,1,D,1,19,function,participant,MCSM,2.1,1.58,67
worn_by_royalty,1,D,1,15,function,participant,MCSM,3.64,1.96,36
worn_by_sports_teams,1,D,1,20,function,participant,MCSM,3.87,1.91,38
worn_by_super_heroes,1,D,1,20,function,participant,MCSM,4.96,2.06,74
worn_by_women,21,ND,0.048,13,function,participant,MCSM,4.49,1.92,67
worn_for_aerobics,1,D,1,17,encyclopaedic,time,MCSM,2.42,1.32,36
worn_for_ballet,2,D,0.5,15,encyclopaedic,time,MCSM,3.55,1.85,71
worn_for_bathing,1,D,1,16,function,function,MCSM,3.65,2.14,37
worn_for_blocking_the_sun,3,ND,0.333,25,function,function,MCSM,4.42,1.65,36
worn_for_catching_food,1,D,1,22,function,function,LLAMA,4.38,1.79,39
worn_for_covering,6,ND,0.167,17,function,function,MCSM,4.2,2.08,71
worn_for_covering_body,2,D,0.5,22,function,function,MCSM,4.97,1.61,36
worn_for_covering_clothes,1,D,1,25,function,function,MCSM,3.27,1.59,37
worn_for_covering_faces,1,D,1,23,function,function,MCSM,2.84,1.88,37
worn_for_covering_feet,1,D,1,22,function,function,MCSM,5.53,1.61,72
worn_for_covering_legs,3,ND,0.333,22,function,function,MCSM,4.83,1.69,40
worn_for_dancing,1,D,1,16,function,function,MCSM,3.21,1.82,33
worn_for_evening,1,D,1,16,encyclopaedic,time,MCSM,3.31,1.69,39
worn_for_exercising,1,D,1,19,encyclopaedic,time,MCSM,2.84,1.72,70
worn_for_exposing_feet,1,D,1,22,function,function,MCSM,3.8,2.02,74
worn_for_fighting,1,D,1,17,function,function,MCSM,3.14,1.93,36
worn_for_formal_occasions,2,D,0.5,25,encyclopaedic,time,MCSM,2.24,1.58,33
worn_for_funerals,1,D,1,17,encyclopaedic,time,MCSM,1.61,0.9,36
worn_for_holding_up_pants,1,D,1,25,function,function,MCSM,4.03,1.96,36
worn_for_keeping_feet_dry,1,D,1,25,function,function,MCSM,5.08,1.69,37
worn_for_keeping_feet_warm,5,ND,0.2,26,function,function,MCSM,5.68,1.38,38
worn_for_keeping_hands_warm,2,D,0.5,27,function,function,MCSM,5.64,1.49,66
worn_for_keeping_warm,4,ND,0.25,21,function,function,MCSM,5.79,1.38,38
worn_for_pants,1,D,1,14,function,function,MCSM,4.67,1.72,36
worn_for_protecting_feet,3,ND,0.333,24,function,function,MCSM,5.29,1.74,38
worn_for_protection,12,ND,0.083,19,function,function,MCSM,3.89,2.02,38
worn_for_riding_bicycles,1,D,1,24,function,function,MCSM,5.08,1.72,39
worn_for_running,3,ND,0.333,16,function,function,MCSM,4.3,1.75,37
worn_for_showers,1,D,1,16,function,function,MCSM,3.39,1.62,38
worn_for_special_occasions,1,D,1,26,function,function,MCSM,3.71,1.62,34
worn_for_sports,3,ND,0.333,15,function,function,MCSM,3.47,1.61,38
worn_for_suntanning,1,D,1,19,function,function,MCSM,3.51,1.86,71
worn_for_support,1,D,1,16,function,function,MCSM,2.29,1.74,38
worn_for_supporting_breasts,1,D,1,27,function,function,MCSM,2.49,1.79,39
worn_for_surgery,1,D,1,16,function,function,MCSM,1.8,1.44,40
worn_for_swimming,1,D,1,17,function,function,MCSM,5.09,1.77,35
